ProductID,ProductNumber,ProductName,CategoryName,SubcategoryName,Color,ListPrice,TotalRevenue,TotalRevenuePerCategory,TotalOrders,TotalOrderPerCategory,TotalQuantitySold,AverageSellingPrice,AverageRevenuePerOrder,NumberOfCustomersPurchasing,CustomerPerCategory
926,FR-M21B-48,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,249.79,57851.36399999999,11802593.286430119,164,2650,386,149.87,352.75,68,580
868,SH-W890-M,"Women's Mountain Shorts, M",Clothing,Shorts,Black,69.99,57685.75800000029,2120542.524800943,681,9877,1139,50.65,84.71,468,7327
859,GL-H102-M,"Half-Finger Gloves, M",Clothing,Gloves,Black,24.49,54545.48733799987,2120542.524800943,1086,9877,3464,15.75,50.23,675,7327
887,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Components,Touring Frames,Yellow,1003.91,52404.10199999999,11802593.286430119,41,2650,87,602.35,1278.15,29,580
809,HB-M763,ML Mountain Handlebars,Components,Handlebars,,61.92,51753.70595200003,11802593.286430119,507,2650,1465,35.33,102.08,129,580
712,CA-1098,AWC Logo Cap,Clothing,Caps,Multi,8.99,51229.44562299945,2120542.524800943,3382,9877,8311,6.16,15.15,2406,7327
948,FB-9873,Front Brakes,Components,Brakes,Silver,106.5,50299.310999999994,11802593.286430119,266,2650,789,63.75,189.1,95,580
888,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,1003.91,49994.71800000001,11802593.286430119,39,2650,83,602.35,1281.92,27,580
930,TI-M823,HL Mountain Tire,Accessories,Tires and Tubes,,35.0,48860.0,1272072.8839260074,1396,19524,1396,35.0,35.0,1396,15461
862,GL-F110-M,"Full-Finger Gloves, M",Clothing,Gloves,Black,37.99,48210.17617199995,2120542.524800943,359,9877,2206,21.85,134.29,107,7327
855,SB-M891-S,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,89.99,47214.369376,2120542.524800943,231,9877,876,53.9,204.39,98,7327
878,FE-6654,Fender Set - Mountain,Accessories,Fenders,,21.98,46619.580000000955,1272072.8839260074,2121,19524,2121,21.98,21.98,2110,15461
900,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,333.42,45611.855999999985,11802593.286430119,110,2650,228,200.05,414.65,51,580
849,SH-M897-M,"Men's Sports Shorts, M",Clothing,Shorts,Black,59.99,45594.283685999995,2120542.524800943,283,9877,1276,35.73,161.11,96,7327
736,FR-R38B-44,"LL Road Frame - Black, 44",Components,Road Frames,Black,337.22,45164.68459999999,11802593.286430119,110,2650,238,189.77,410.59,46,580
949,CS-4759,LL Crankset,Components,Cranksets,Black,175.49,44855.24399999998,11802593.286430119,176,2650,426,105.29,254.86,70,580
945,FD-2342,Front Derailleur,Components,Derailleurs,Silver,91.49,44484.2678,11802593.286430119,257,2650,813,54.72,173.09,93,580
813,HB-R956,HL Road Handlebars,Components,Handlebars,,120.27,43395.59680000002,11802593.286430119,270,2650,631,68.77,160.72,98,580
896,FR-T67U-54,"LL Touring Frame - Blue, 54",Components,Touring Frames,Blue,333.42,42210.97199999999,11802593.286430119,99,2650,211,200.05,426.37,49,580
906,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,364.09,41069.35199999999,11802593.286430119,87,2650,188,218.45,472.06,64,580
817,FW-M928,HL Mountain Front Wheel,Components,Wheels,Black,300.215,39988.638000000006,11802593.286430119,104,2650,222,180.13,384.51,72,580
806,HS-2451,ML Headset,Components,Headsets,,102.29,39909.108385,11802593.286430119,110,2650,659,60.56,362.81,32,580
879,ST-1401,All-Purpose Bike Stand,Accessories,Bike Stands,,159.0,39591.0,1272072.8839260074,249,19524,249,159.0,159.0,243,15461
996,BB-9108,HL Bottom Bracket,Components,Bottom Brackets,,121.49,39581.44200000002,11802593.286430119,218,2650,543,72.89,181.57,86,580
937,PD-M562,HL Mountain Pedal,Components,Pedals,Silver/Black,80.99,38018.32580000001,11802593.286430119,255,2650,785,48.43,149.09,106,580
858,GL-H102-S,"Half-Finger Gloves, S",Clothing,Gloves,Black,24.49,36490.550834999885,2120542.524800943,883,9877,2188,16.68,41.33,609,7327
929,TI-M602,ML Mountain Tire,Accessories,Tires and Tubes,,29.99,34818.39000000047,1272072.8839260074,1161,19524,1161,29.99,29.99,1161,15461
810,HB-M918,HL Mountain Handlebars,Components,Handlebars,,120.27,34375.34800000001,11802593.286430119,216,2650,500,68.75,159.15,74,580
857,SB-M891-L,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,89.99,34178.202,2120542.524800943,178,9877,633,53.99,192.01,86,7327
816,FW-M762,ML Mountain Front Wheel,Components,Wheels,Black,209.025,33360.39,11802593.286430119,114,2650,266,125.42,292.64,67,580
940,PD-R853,HL Road Pedal,Components,Pedals,Silver/Black,80.99,32849.543999999994,11802593.286430119,264,2650,676,48.59,124.43,112,580
733,FR-R72R-52,"ML Road Frame - Red, 52",Components,Road Frames,Red,594.83,32120.819999999992,11802593.286430119,44,2650,90,356.9,730.02,23,580
870,WB-H098,Water Bottle - 30 oz.,Accessories,Bottles and Cages,,4.99,28654.163326999198,1272072.8839260074,4688,19524,6815,4.2,6.11,4243,15461
933,TI-R982,HL Road Tire,Accessories,Tires and Tubes,,32.6,27970.800000000203,1272072.8839260074,858,19524,858,32.6,32.6,820,15461
934,TI-T723,Touring Tire,Accessories,Tires and Tubes,,28.99,27105.650000000027,1272072.8839260074,935,19524,935,28.99,28.99,920,15461
894,RD-2308,Rear Derailleur,Components,Derailleurs,Silver,121.46,25725.228000000014,11802593.286430119,145,2650,353,72.88,177.42,61,580
723,FR-R38B-60,"LL Road Frame - Black, 60",Components,Road Frames,Black,337.22,24844.692199999998,11802593.286430119,52,2650,129,192.59,477.78,33,580
939,PD-R563,ML Road Pedal,Components,Pedals,Silver/Black,62.09,24624.89399999999,11802593.286430119,265,2650,661,37.25,92.92,119,580
932,TI-R628,ML Road Tire,Accessories,Tires and Tubes,,24.99,23140.740000000307,1272072.8839260074,926,19524,926,24.99,24.99,891,15461
860,GL-H102-L,"Half-Finger Gloves, L",Clothing,Gloves,Black,24.49,22912.259475999912,2120542.524800943,673,9877,1276,17.96,34.04,526,7327
815,FW-M423,LL Mountain Front Wheel,Components,Wheels,Black,60.745,22462.84495400001,11802593.286430119,232,2650,617,36.41,96.82,100,580
931,TI-R092,LL Road Tire,Accessories,Tires and Tubes,,21.49,22435.560000000307,1272072.8839260074,1044,19524,1044,21.49,21.49,1030,15461
808,HB-M243,LL Mountain Handlebars,Components,Handlebars,,44.54,22008.268727999995,11802593.286430119,301,2650,865,25.44,73.12,90,580
882,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,Yellow,53.99,21973.93000000011,2120542.524800943,407,9877,407,53.99,53.99,404,7327
928,TI-M267,LL Mountain Tire,Accessories,Tires and Tubes,,24.99,21541.380000000205,1272072.8839260074,862,19524,862,24.99,24.99,830,15461
713,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Clothing,Jerseys,Multi,49.99,21445.7100000001,2120542.524800943,429,9877,429,49.99,49.99,426,7327
938,PD-R347,LL Road Pedal,Components,Pedals,Silver/Black,40.49,21087.192000000006,11802593.286430119,309,2650,868,24.29,68.24,110,580
841,SH-M897-S,"Men's Sports Shorts, S",Clothing,Shorts,Black,59.99,20364.997267999992,2120542.524800943,160,9877,567,35.92,127.28,53,7327
828,RW-R820,HL Road Rear Wheel,Components,Wheels,Black,357.06,20238.160799999998,11802593.286430119,46,2650,94,215.3,439.96,46,580
871,BC-M005,Mountain Bottle Cage,Accessories,Bottles and Cages,,9.99,20229.75000000017,1272072.8839260074,2025,19524,2025,9.99,9.99,2004,15461
727,FR-R38R-52,"LL Road Frame - Red, 52",Components,Road Frames,Red,337.22,20104.4434,11802593.286430119,48,2650,100,201.04,418.84,34,580
807,HS-3479,HL Headset,Components,Headsets,,124.73,19083.690000000002,11802593.286430119,110,2650,255,74.84,173.49,38,580
877,CL-9009,Bike Wash - Dissolver,Accessories,Cleaners,,7.95,18406.97207999989,1272072.8839260074,1327,19524,3319,5.55,13.87,1044,15461
823,RW-M423,LL Mountain Rear Wheel,Components,Wheels,Black,87.745,18005.27399999999,11802593.286430119,148,2650,342,52.65,121.66,89,580
853,TG-W091-M,"Women's Tights, M",Clothing,Tights,Black,74.99,17727.636,2120542.524800943,114,9877,394,44.99,155.51,45,7327
802,FK-1639,LL Fork,Components,Forks,,148.22,16897.079999999994,11802593.286430119,83,2650,190,88.93,203.58,37,580
910,SE-M940,HL Mountain Seat/Saddle,Components,Saddles,,52.64,16392.09599999999,11802593.286430119,222,2650,519,31.58,73.84,98,580
843,LO-C100,Cable Lock,Accessories,Locks,,25.0,16240.22,1272072.8839260074,260,19524,1087,14.94,62.46,94,15461
850,SH-M897-L,"Men's Sports Shorts, L",Clothing,Shorts,Black,59.99,16017.33,2120542.524800943,131,9877,445,35.99,122.27,55,7327
907,RB-9231,Rear Brakes,Components,Brakes,Silver,106.5,15719.400000000001,11802593.286430119,113,2650,246,63.9,139.11,66,580
921,TT-M928,Mountain Tire Tube,Accessories,Tires and Tubes,,4.99,15444.04999999951,1272072.8839260074,3095,19524,3095,4.99,4.99,2960,15461
872,BC-R205,Road Bottle Cage,Accessories,Bottles and Cages,,8.99,15390.879999999732,1272072.8839260074,1712,19524,1712,8.99,8.99,1700,15461
830,FR-M63B-40,"ML Mountain Frame - Black, 40",Components,Mountain Frames,Black,348.76,14229.408000000001,11802593.286430119,33,2650,68,209.26,431.19,33,580
875,SO-R809-L,"Racing Socks, L",Clothing,Socks,White,8.99,13784.589951999971,2120542.524800943,604,9877,2473,5.57,22.82,380,7327
744,FR-M94B-44,"HL Mountain Frame - Black, 44",Components,Mountain Frames,Black,1349.6,13765.920000000002,11802593.286430119,13,2650,17,809.76,1058.92,9,580
844,PU-0452,Minipump,Accessories,Pumps,,19.99,13514.687276,1272072.8839260074,267,19524,1130,11.96,50.62,90,15461
916,SE-T924,HL Touring Seat/Saddle,Components,Saddles,,52.64,13454.78399999999,11802593.286430119,177,2650,426,31.58,76.02,68,580
936,PD-M340,ML Mountain Pedal,Components,Pedals,Silver/Black,62.09,12852.629999999994,11802593.286430119,158,2650,345,37.25,81.35,77,580
866,VE-C304-L,"Classic Vest, L",Clothing,Vests,Blue,63.5,12839.7,2120542.524800943,201,9877,207,62.03,63.88,201,7327
909,SE-M798,ML Mountain Seat/Saddle,Components,Saddles,,39.14,12497.167160000003,11802593.286430119,138,2650,534,23.4,90.56,61,580
994,BB-7421,LL Bottom Bracket,Components,Bottom Brackets,,53.99,12244.931999999992,11802593.286430119,150,2650,378,32.39,81.63,61,580
947,HB-T928,HL Touring Handlebars,Components,Handlebars,,91.57,12087.24,11802593.286430119,109,2650,220,54.94,110.89,64,580
861,GL-F110-S,"Full-Finger Gloves, S",Clothing,Gloves,Black,37.99,11410.296499999995,2120542.524800943,240,9877,500,22.82,47.54,114,7327
935,PD-M282,LL Mountain Pedal,Components,Pedals,Silver/Black,40.49,10908.006000000005,11802593.286430119,195,2650,449,24.29,55.94,98,580
827,RW-R762,ML Road Rear Wheel,Components,Wheels,Black,275.385,10574.784,11802593.286430119,31,2650,64,165.23,341.12,31,580
950,CS-6583,ML Crankset,Components,Cranksets,Black,256.49,10464.792000000001,11802593.286430119,28,2650,68,153.89,373.74,28,580
922,TT-R982,Road Tire Tube,Accessories,Tires and Tubes,,3.99,9480.239999999707,1272072.8839260074,2376,19524,2376,3.99,3.99,2226,15461
874,SO-R809-M,"Racing Socks, M",Clothing,Socks,White,8.99,9387.149431999971,2120542.524800943,593,9877,1547,6.07,15.83,400,7327
952,CH-0234,Chain,Components,Chains,Silver,20.24,9377.710144000002,11802593.286430119,250,2650,774,12.12,37.51,95,580
873,PK-7098,Patch Kit/8 Patches,Accessories,Tires and Tubes,,2.29,8232.597631999912,1272072.8839260074,3354,19524,3865,2.13,2.45,3030,15461
923,TT-T092,Touring Tire Tube,Accessories,Tires and Tubes,,4.99,7425.119999999861,1272072.8839260074,1488,19524,1488,4.99,4.99,1411,15461
902,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Components,Touring Frames,Yellow,333.42,7201.871999999999,11802593.286430119,20,2650,36,200.05,360.09,20,580
941,PD-T852,Touring Pedal,Components,Pedals,Silver/Black,80.99,7143.318000000003,11802593.286430119,71,2650,147,48.59,100.61,54,580
919,FR-M21S-48,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,264.05,6970.92,11802593.286430119,16,2650,44,158.43,435.68,16,580
709,SO-B909-M,"Mountain Bike Socks, M",Clothing,Socks,White,9.5,6060.388199999997,2120542.524800943,188,9877,1107,5.47,32.24,69,7327
908,SE-M236,LL Mountain Seat/Saddle,Components,Saddles,,27.12,5636.957087999999,11802593.286430119,153,2650,347,16.24,36.84,71,580
811,HB-R504,LL Road Handlebars,Components,Handlebars,,44.54,5422.5374999999985,11802593.286430119,98,2650,213,25.46,55.33,68,580
903,FR-T67U-44,"LL Touring Frame - Blue, 44",Components,Touring Frames,Blue,333.42,5001.3,11802593.286430119,14,2650,25,200.05,357.24,14,580
913,SE-R995,HL Road Seat/Saddle,Components,Saddles,,52.64,4232.255999999999,11802593.286430119,60,2650,134,31.58,70.54,55,580
898,FR-T67U-62,"LL Touring Frame - Blue, 62",Components,Touring Frames,Blue,333.42,3000.7799999999997,11802593.286430119,9,2650,15,200.05,333.42,9,580
927,FR-M21B-52,"LL Mountain Frame - Black, 52",Components,Mountain Frames,Black,249.79,2248.11,11802593.286430119,9,2650,15,149.87,249.79,9,580
915,SE-T762,ML Touring Seat/Saddle,Components,Saddles,,39.14,1972.6560000000002,11802593.286430119,41,2650,84,23.48,48.11,28,580
805,HS-0296,LL Headset,Components,Headsets,,34.2,1949.3999999999999,11802593.286430119,46,2650,95,20.52,42.38,36,580
946,HB-T721,LL Touring Handlebars,Components,Handlebars,,46.09,1548.624,11802593.286430119,30,2650,56,27.65,51.62,30,580
942,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,Silver,364.09,1529.1779999999999,11802593.286430119,5,2650,7,218.45,305.84,5,580
914,SE-T312,LL Touring Seat/Saddle,Components,Saddles,,27.12,1480.7519999999997,11802593.286430119,43,2650,91,16.27,34.44,43,580
943,FR-M21B-40,"LL Mountain Frame - Black, 40",Components,Mountain Frames,Black,249.79,1198.992,11802593.286430119,6,2650,8,149.87,199.83,6,580
897,FR-T67U-58,"LL Touring Frame - Blue, 58",Components,Touring Frames,Blue,333.42,800.208,11802593.286430119,2,2650,4,200.05,400.1,2,580
710,SO-B909-L,"Mountain Bike Socks, L",Clothing,Socks,White,9.5,512.9999999999999,2120542.524800943,44,9877,90,5.7,11.66,28,7327
911,SE-R581,LL Road Seat/Saddle,Components,Saddles,,27.12,162.71999999999997,11802593.286430119,6,2650,10,16.27,27.12,6,580
459,LN-9080,Lock Nut 19,,,,0.0,0.0,0.0,0,0,0,,,0,0
529,SM-9087,Stem,,,,0.0,0.0,0.0,0,0,0,,,0,0
518,SA-R430,ML Road Seat Assembly,,,,147.14,0.0,0.0,0,0,0,,,0,0
509,RM-M823,HL Mountain Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
829,RW-T905,Touring Rear Wheel,Components,Wheels,Black,245.01,0.0,11802593.286430119,0,2650,0,,,0,580
440,LN-1213,Lock Nut 16,,,,0.0,0.0,0.0,0,0,0,,,0,0
358,GT-2908,HL Grip Tape,,,,0.0,0.0,0.0,0,0,0,,,0,0
728,FR-R38R-58,"LL Road Frame - Red, 58",Components,Road Frames,Red,337.22,0.0,11802593.286430119,0,2650,0,,,0,580
512,RM-R800,HL Road Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
360,HJ-1220,Thin-Jam Hex Nut 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
371,HJ-7161,Thin-Jam Hex Nut 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
378,HN-1220,Hex Nut 17,,,,0.0,0.0,0.0,0,0,0,,,0,0
385,HN-3824,Hex Nut 13,,,,0.0,0.0,0.0,0,0,0,,,0,0
388,HN-5162,Hex Nut 11,,,,0.0,0.0,0.0,0,0,0,,,0,0
470,LW-5160,Lock Washer 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
494,PA-529S,Paint - Silver,,,,0.0,0.0,0.0,0,0,0,,,0,0
375,HN-1024,Hex Nut 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
438,LN-1024,Lock Nut 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
448,LN-3824,Lock Nut 13,,,,0.0,0.0,0.0,0,0,0,,,0,0
846,LT-T990,Taillights - Battery-Powered,Accessories,Lights,,13.99,0.0,1272072.8839260074,0,19524,0,,,0,15461
344,FW-3400,Flat Washer 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
365,HJ-3816,Thin-Jam Hex Nut 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
368,HJ-5162,Thin-Jam Hex Nut 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
395,HN-8320,Hex Nut 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
491,NI-9522,HL Nipple,,,,0.0,0.0,0.0,0,0,0,,,0,0
525,SH-4562,LL Shell,,,,0.0,0.0,0.0,0,0,0,,,0,0
706,FR-R92R-58,"HL Road Frame - Red, 58",Components,Road Frames,Red,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
441,LN-1220,Lock Nut 17,,,,0.0,0.0,0.0,0,0,0,,,0,0
528,SL-0931,Seat Lug,,,,0.0,0.0,0.0,0,0,0,,,0,0
324,CS-2812,Chain Stays,,,,0.0,0.0,0.0,0,0,0,,,0,0
321,CN-6137,Chainring Nut,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
369,HJ-5811,Thin-Jam Hex Nut 13,,,,0.0,0.0,0.0,0,0,0,,,0,0
342,FW-1200,Flat Washer 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
392,HN-6320,Hex Nut 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
394,HN-7162,Hex Nut 15,,,,0.0,0.0,0.0,0,0,0,,,0,0
478,MB-6061,Metal Bar 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
746,FR-M94B-46,"HL Mountain Frame - Black, 46",Components,Mountain Frames,Black,1349.6,0.0,11802593.286430119,0,2650,0,,,0,580
435,LJ-7162,Thin-Jam Lock Nut 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
322,CR-7833,Chainring,,,Black,0.0,0.0,0.0,0,0,0,,,0,0
1,AR-5381,Adjustable Race,,,,0.0,0.0,0.0,0,0,0,,,0,0
376,HN-1032,Hex Nut 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
516,SA-M687,HL Mountain Seat Assembly,,,,196.92,0.0,0.0,0,0,0,,,0,0
912,SE-R908,ML Road Seat/Saddle,Components,Saddles,,39.14,0.0,11802593.286430119,0,2650,0,,,0,580
345,FW-3800,Flat Washer 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
430,LJ-5161,Thin-Jam Lock Nut 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
389,HN-5400,Hex Nut 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
437,LJ-9161,Thin-Jam Lock Nut 11,,,,0.0,0.0,0.0,0,0,0,,,0,0
473,LW-7160,Lock Washer 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
523,SD-2342,LL Spindle/Axle,,,,0.0,0.0,0.0,0,0,0,,,0,0
511,RM-R600,ML Road Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
359,HJ-1213,Thin-Jam Hex Nut 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
402,KW-4091,Keyed Washer,,,,0.0,0.0,0.0,0,0,0,,,0,0
460,LN-9161,Lock Nut 18,,,,0.0,0.0,0.0,0,0,0,,,0,0
420,LI-7160,Internal Lock Washer 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
488,MS-6061,Metal Sheet 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
418,LI-5800,Internal Lock Washer 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
350,FC-3654,Fork Crown,,,,0.0,0.0,0.0,0,0,0,,,0,0
401,HU-8998,HL Hub,,,,0.0,0.0,0.0,0,0,0,,,0,0
317,CA-5965,LL Crankarm,,,Black,0.0,0.0,0.0,0,0,0,,,0,0
508,RM-M692,ML Mountain Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
485,MS-2259,Metal Sheet 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
522,SA-T872,HL Touring Seat Assembly,,,,196.92,0.0,0.0,0,0,0,,,0,0
517,SA-R127,LL Road Seat Assembly,,,,133.34,0.0,0.0,0,0,0,,,0,0
383,HN-3416,Hex Nut 23,,,,0.0,0.0,0.0,0,0,0,,,0,0
458,LN-8320,Lock Nut 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
486,MS-2341,Metal Sheet 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
506,RF-9198,Reflector,,,,0.0,0.0,0.0,0,0,0,,,0,0
332,FH-2981,Freewheel,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
513,RM-T801,Touring Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
818,FW-R623,LL Road Front Wheel,Components,Wheels,Black,85.565,0.0,11802593.286430119,0,2650,0,,,0,580
533,ST-9828,Seat Tube,,,,0.0,0.0,0.0,0,0,0,,,0,0
995,BB-8107,ML Bottom Bracket,Components,Bottom Brackets,,101.24,0.0,11802593.286430119,0,2650,0,,,0,580
391,HN-5818,Hex Nut 21,,,,0.0,0.0,0.0,0,0,0,,,0,0
410,LE-7160,External Lock Washer 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
471,LW-5800,Lock Washer 12,,,,0.0,0.0,0.0,0,0,0,,,0,0
474,LW-8000,Lock Washer 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
357,GT-1209,ML Grip Tape,,,,0.0,0.0,0.0,0,0,0,,,0,0
679,RC-0291,Rear Derailleur Cage,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
735,FR-R72R-60,"ML Road Frame - Red, 60",Components,Road Frames,Red,594.83,0.0,11802593.286430119,0,2650,0,,,0,580
407,LE-3800,External Lock Washer 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
452,LN-5400,Lock Nut 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
454,LN-5818,Lock Nut 21,,,,0.0,0.0,0.0,0,0,0,,,0,0
515,SA-M237,ML Mountain Seat Assembly,,,,147.14,0.0,0.0,0,0,0,,,0,0
837,FR-R92B-62,"HL Road Frame - Black, 62",Components,Road Frames,Black,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
361,HJ-1420,Thin-Jam Hex Nut 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
426,LJ-3410,Thin-Jam Lock Nut 15,,,,0.0,0.0,0.0,0,0,0,,,0,0
453,LN-5811,Lock Nut 20,,,,0.0,0.0,0.0,0,0,0,,,0,0
848,LT-H903,Headlights - Weatherproof,Accessories,Lights,,44.99,0.0,1272072.8839260074,0,19524,0,,,0,15461
348,FW-7160,Flat Washer 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
412,LI-1000,Internal Lock Washer 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
380,HN-1420,Hex Nut 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
386,HN-4402,Hex Nut 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
851,SH-M897-X,"Men's Sports Shorts, XL",Clothing,Shorts,Black,59.99,0.0,2120542.524800943,0,9877,0,,,0,7327
901,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Components,Touring Frames,Yellow,333.42,0.0,11802593.286430119,0,2650,0,,,0,580
404,LE-1200,External Lock Washer 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
449,LN-4400,Lock Nut 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
483,MS-1256,Metal Sheet 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
331,FE-3760,Fork End,,,,0.0,0.0,0.0,0,0,0,,,0,0
842,PA-T100,"Touring-Panniers, Large",Accessories,Panniers,Grey,125.0,0.0,1272072.8839260074,0,19524,0,,,0,15461
384,HN-3816,Hex Nut 12,,,,0.0,0.0,0.0,0,0,0,,,0,0
532,SS-2985,Seat Stays,,,,0.0,0.0,0.0,0,0,0,,,0,0
382,HN-3410,Hex Nut 22,,,,0.0,0.0,0.0,0,0,0,,,0,0
424,LJ-1420,Thin-Jam Lock Nut 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
425,LJ-1428,Thin-Jam Lock Nut 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
465,LW-1201,Lock Washer 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
492,PA-187B,Paint - Black,,,,0.0,0.0,0.0,0,0,0,,,0,0
507,RM-M464,LL Mountain Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
803,FK-5136,ML Fork,Components,Forks,,175.49,0.0,11802593.286430119,0,2650,0,,,0,580
840,FR-R92B-52,"HL Road Frame - Black, 52",Components,Road Frames,Black,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
372,HJ-7162,Thin-Jam Hex Nut 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
373,HJ-9080,Thin-Jam Hex Nut 12,,,,0.0,0.0,0.0,0,0,0,,,0,0
456,LN-7161,Lock Nut 14,,,,0.0,0.0,0.0,0,0,0,,,0,0
469,LW-4000,Lock Washer 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
415,LI-1400,Internal Lock Washer 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
484,MS-1981,Metal Sheet 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
328,EC-M092,Mountain End Caps,,,,0.0,0.0,0.0,0,0,0,,,0,0
436,LJ-9080,Thin-Jam Lock Nut 12,,,,0.0,0.0,0.0,0,0,0,,,0,0
451,LN-5162,Lock Nut 11,,,,0.0,0.0,0.0,0,0,0,,,0,0
477,MB-2024,Metal Bar 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
461,LR-2398,Lock Ring,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
432,LJ-5811,Thin-Jam Lock Nut 13,,,,0.0,0.0,0.0,0,0,0,,,0,0
467,LW-3400,Lock Washer 13,,,,0.0,0.0,0.0,0,0,0,,,0,0
476,MA-7075,Metal Angle,,,,0.0,0.0,0.0,0,0,0,,,0,0
387,HN-5161,Hex Nut 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
403,LE-1000,External Lock Washer 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
341,FW-1000,Flat Washer 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
812,HB-R720,ML Road Handlebars,Components,Handlebars,,61.92,0.0,11802593.286430119,0,2650,0,,,0,580
366,HJ-3824,Thin-Jam Hex Nut 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
422,LJ-1213,Thin-Jam Lock Nut 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
462,LR-8520,Lower Head Race,,,,0.0,0.0,0.0,0,0,0,,,0,0
325,DC-8732,Decal 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
367,HJ-5161,Thin-Jam Hex Nut 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
413,LI-1200,Internal Lock Washer 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
504,RA-2345,Cup-Shaped Race,,,,0.0,0.0,0.0,0,0,0,,,0,0
490,NI-4127,LL Nipple,,,,0.0,0.0,0.0,0,0,0,,,0,0
